ParkName,ParkCode,LocationID,LocationNumber,LocationType,LocationDescription,StreamName,TributaryName,County,StretchNumber,ReachID,ReachLength_m,StreamWatershedArea_sqkm,PeriodID,tbl_SamplingPeriods_Season,tbl_SamplingPeriods_StartDate,tbl_SamplingPeriods_EndDate,EventID,tbl_SamplingEvents_Season,tbl_SamplingEvents_StartDate,tbl_SamplingEvents_EndDate,ChannelType,SiteNumber,SampleLocation,tbl_ShinerRiparianCorridor_Season,RiparianCover_0to25_m,RiparianCover_26to50_m,RiparianCover_51to75_m,RiparianCover_76to100_m,RiparianCover_GT100_m,StreamBankErosionCover
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2013Sep13,2013,9/13/2013 0:00:00,9/14/2013 0:00:00,PIPEShiner2013Sep13,2013,9/13/2013 0:00:00,9/13/2013 0:00:00,main,2,R,2013,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2013Sep13,2013,9/13/2013 0:00:00,9/14/2013 0:00:00,PIPEShiner2013Sep13,2013,9/13/2013 0:00:00,9/13/2013 0:00:00,main,3,L,2013,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2013Sep13,2013,9/13/2013 0:00:00,9/14/2013 0:00:00,PIPEShiner2013Sep13,2013,9/13/2013 0:00:00,9/13/2013 0:00:00,main,3,R,2013,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2013Sep13,2013,9/13/2013 0:00:00,9/14/2013 0:00:00,PIPEShiner2013Sep13,2013,9/13/2013 0:00:00,9/13/2013 0:00:00,main,4,L,2013,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2013Sep13,2013,9/13/2013 0:00:00,9/14/2013 0:00:00,PIPEShiner2013Sep13,2013,9/13/2013 0:00:00,9/13/2013 0:00:00,main,4,R,2013,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2013Sep13,2013,9/13/2013 0:00:00,9/14/2013 0:00:00,PIPEShiner2013Sep13,2013,9/13/2013 0:00:00,9/13/2013 0:00:00,main,5,L,2013,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2013Sep13,2013,9/13/2013 0:00:00,9/14/2013 0:00:00,PIPEShiner2013Sep13,2013,9/13/2013 0:00:00,9/13/2013 0:00:00,main,5,R,2013,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2016Sep10,2016,9/10/2016 0:00:00,9/10/2016 0:00:00,PIPEShiner2016Sep10,2016,9/10/2016 0:00:00,9/10/2016 0:00:00,main,3,L,2016,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2016Sep10,2016,9/10/2016 0:00:00,9/10/2016 0:00:00,PIPEShiner2016Sep10,2016,9/10/2016 0:00:00,9/10/2016 0:00:00,main,3,R,2016,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2016Sep10,2016,9/10/2016 0:00:00,9/10/2016 0:00:00,PIPEShiner2016Sep10,2016,9/10/2016 0:00:00,9/10/2016 0:00:00,main,4,L,2016,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2016Sep10,2016,9/10/2016 0:00:00,9/10/2016 0:00:00,PIPEShiner2016Sep10,2016,9/10/2016 0:00:00,9/10/2016 0:00:00,main,4,R,2016,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2016Sep10,2016,9/10/2016 0:00:00,9/10/2016 0:00:00,PIPEShiner2016Sep10,2016,9/10/2016 0:00:00,9/10/2016 0:00:00,main,5,L,2016,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2016Sep10,2016,9/10/2016 0:00:00,9/10/2016 0:00:00,PIPEShiner2016Sep10,2016,9/10/2016 0:00:00,9/10/2016 0:00:00,main,5,R,2016,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2021Aug26,2021,8/26/2021 0:00:00,8/26/2021 0:00:00,PIPEShiner2021Aug26,2021,8/26/2021 0:00:00,8/26/2021 0:00:00,main,1,L,2021,3,3,3,3,3,1
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2021Aug26,2021,8/26/2021 0:00:00,8/26/2021 0:00:00,PIPEShiner2021Aug26,2021,8/26/2021 0:00:00,8/26/2021 0:00:00,main,1,R,2021,3,3,3,3,3,1
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2021Aug26,2021,8/26/2021 0:00:00,8/26/2021 0:00:00,PIPEShiner2021Aug26,2021,8/26/2021 0:00:00,8/26/2021 0:00:00,main,2,L,2021,3,3,3,3,3,1
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2021Aug26,2021,8/26/2021 0:00:00,8/26/2021 0:00:00,PIPEShiner2021Aug26,2021,8/26/2021 0:00:00,8/26/2021 0:00:00,main,2,R,2021,3,3,3,3,3,1
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2021Aug26,2021,8/26/2021 0:00:00,8/26/2021 0:00:00,PIPEShiner2021Aug26,2021,8/26/2021 0:00:00,8/26/2021 0:00:00,main,3,L,2021,3,3,3,3,3,1
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2021Aug26,2021,8/26/2021 0:00:00,8/26/2021 0:00:00,PIPEShiner2021Aug26,2021,8/26/2021 0:00:00,8/26/2021 0:00:00,main,3,R,2021,3,3,3,3,3,1
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2021Aug26,2021,8/26/2021 0:00:00,8/26/2021 0:00:00,PIPEShiner2021Aug26,2021,8/26/2021 0:00:00,8/26/2021 0:00:00,main,4,L,2021,3,3,3,3,3,1
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2021Aug26,2021,8/26/2021 0:00:00,8/26/2021 0:00:00,PIPEShiner2021Aug26,2021,8/26/2021 0:00:00,8/26/2021 0:00:00,main,4,R,2021,3,3,3,3,3,1
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2021Aug26,2021,8/26/2021 0:00:00,8/26/2021 0:00:00,PIPEShiner2021Aug26,2021,8/26/2021 0:00:00,8/26/2021 0:00:00,main,5,L,2021,3,3,3,3,3,1
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2021Aug26,2021,8/26/2021 0:00:00,8/26/2021 0:00:00,PIPEShiner2021Aug26,2021,8/26/2021 0:00:00,8/26/2021 0:00:00,main,5,R,2021,3,3,3,3,3,1
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2022Aug18,2022,8/18/2022 0:00:00,8/18/2022 0:00:00,PIPEShiner2022Aug18,2022,8/18/2022 0:00:00,8/18/2022 0:00:00,main,1,R,2022,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2022Aug18,2022,8/18/2022 0:00:00,8/18/2022 0:00:00,PIPEShiner2022Aug18,2022,8/18/2022 0:00:00,8/18/2022 0:00:00,main,2,R,2022,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2022Aug18,2022,8/18/2022 0:00:00,8/18/2022 0:00:00,PIPEShiner2022Aug18,2022,8/18/2022 0:00:00,8/18/2022 0:00:00,main,5,R,2022,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2001Sep11,2001,9/11/2001 0:00:00,9/12/2001 0:00:00,PIPEShiner2001Sep11,2001,9/11/2001 0:00:00,9/11/2001 0:00:00,main,1,L,2001,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2001Sep11,2001,9/11/2001 0:00:00,9/12/2001 0:00:00,PIPEShiner2001Sep11,2001,9/11/2001 0:00:00,9/11/2001 0:00:00,main,1,R,2001,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2001Sep11,2001,9/11/2001 0:00:00,9/12/2001 0:00:00,PIPEShiner2001Sep11,2001,9/11/2001 0:00:00,9/11/2001 0:00:00,main,2,L,2001,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2001Sep11,2001,9/11/2001 0:00:00,9/12/2001 0:00:00,PIPEShiner2001Sep11,2001,9/11/2001 0:00:00,9/11/2001 0:00:00,main,2,R,2001,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2001Sep11,2001,9/11/2001 0:00:00,9/12/2001 0:00:00,PIPEShiner2001Sep11,2001,9/11/2001 0:00:00,9/11/2001 0:00:00,main,3,L,2001,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2001Sep11,2001,9/11/2001 0:00:00,9/12/2001 0:00:00,PIPEShiner2001Sep11,2001,9/11/2001 0:00:00,9/11/2001 0:00:00,main,3,R,2001,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2001Sep11,2001,9/11/2001 0:00:00,9/12/2001 0:00:00,PIPEShiner2001Sep11,2001,9/11/2001 0:00:00,9/11/2001 0:00:00,main,4,L,2001,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2001Sep11,2001,9/11/2001 0:00:00,9/12/2001 0:00:00,PIPEShiner2001Sep11,2001,9/11/2001 0:00:00,9/11/2001 0:00:00,main,4,R,2001,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2001Sep11,2001,9/11/2001 0:00:00,9/12/2001 0:00:00,PIPEShiner2001Sep11,2001,9/11/2001 0:00:00,9/11/2001 0:00:00,main,5,L,2001,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2001Sep11,2001,9/11/2001 0:00:00,9/12/2001 0:00:00,PIPEShiner2001Sep11,2001,9/11/2001 0:00:00,9/11/2001 0:00:00,main,5,R,2001,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2002Sep17,2002,9/17/2002 0:00:00,9/17/2002 0:00:00,PIPEShiner2002Sep17,2002,9/17/2002 0:00:00,9/17/2002 0:00:00,main,1,L,2002,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2002Sep17,2002,9/17/2002 0:00:00,9/17/2002 0:00:00,PIPEShiner2002Sep17,2002,9/17/2002 0:00:00,9/17/2002 0:00:00,main,1,R,2002,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2003Sep02,2003,9/2/2003 0:00:00,9/5/2003 0:00:00,PIPEShiner2003Sep04,2003,9/4/2003 0:00:00,9/4/2003 0:00:00,main,1,L,2003,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2003Sep02,2003,9/2/2003 0:00:00,9/5/2003 0:00:00,PIPEShiner2003Sep04,2003,9/4/2003 0:00:00,9/4/2003 0:00:00,main,1,R,2003,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2003Sep02,2003,9/2/2003 0:00:00,9/5/2003 0:00:00,PIPEShiner2003Sep04,2003,9/4/2003 0:00:00,9/4/2003 0:00:00,main,2,L,2003,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2003Sep02,2003,9/2/2003 0:00:00,9/5/2003 0:00:00,PIPEShiner2003Sep04,2003,9/4/2003 0:00:00,9/4/2003 0:00:00,main,2,R,2003,3,3,3,3,3,2
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2003Sep02,2003,9/2/2003 0:00:00,9/5/2003 0:00:00,PIPEShiner2003Sep04,2003,9/4/2003 0:00:00,9/4/2003 0:00:00,main,3,L,2003,3,3,3,3,3,2
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2003Sep02,2003,9/2/2003 0:00:00,9/5/2003 0:00:00,PIPEShiner2003Sep04,2003,9/4/2003 0:00:00,9/4/2003 0:00:00,main,3,R,2003,3,3,3,3,3,2
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2003Sep02,2003,9/2/2003 0:00:00,9/5/2003 0:00:00,PIPEShiner2003Sep04,2003,9/4/2003 0:00:00,9/4/2003 0:00:00,main,4,L,2003,3,3,3,3,3,4
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2003Sep02,2003,9/2/2003 0:00:00,9/5/2003 0:00:00,PIPEShiner2003Sep04,2003,9/4/2003 0:00:00,9/4/2003 0:00:00,main,4,R,2003,3,3,3,3,3,2
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2003Sep02,2003,9/2/2003 0:00:00,9/5/2003 0:00:00,PIPEShiner2003Sep04,2003,9/4/2003 0:00:00,9/4/2003 0:00:00,main,5,L,2003,3,3,3,3,3,2
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2003Sep02,2003,9/2/2003 0:00:00,9/5/2003 0:00:00,PIPEShiner2003Sep04,2003,9/4/2003 0:00:00,9/4/2003 0:00:00,main,5,R,2003,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2004Sep16,2004,9/16/2004 0:00:00,9/16/2004 0:00:00,PIPEShiner2004Sep16,2004,9/16/2004 0:00:00,9/16/2004 0:00:00,main,1,L,2004,3,3,3,3,3,2
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2004Sep16,2004,9/16/2004 0:00:00,9/16/2004 0:00:00,PIPEShiner2004Sep16,2004,9/16/2004 0:00:00,9/16/2004 0:00:00,main,1,R,2004,3,3,3,3,3,2
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2004Sep16,2004,9/16/2004 0:00:00,9/16/2004 0:00:00,PIPEShiner2004Sep16,2004,9/16/2004 0:00:00,9/16/2004 0:00:00,main,2,L,2004,3,3,3,3,3,2
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2004Sep16,2004,9/16/2004 0:00:00,9/16/2004 0:00:00,PIPEShiner2004Sep16,2004,9/16/2004 0:00:00,9/16/2004 0:00:00,main,2,R,2004,3,3,3,3,3,2
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2004Sep16,2004,9/16/2004 0:00:00,9/16/2004 0:00:00,PIPEShiner2004Sep16,2004,9/16/2004 0:00:00,9/16/2004 0:00:00,main,3,L,2004,3,3,3,3,3,2
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2004Sep16,2004,9/16/2004 0:00:00,9/16/2004 0:00:00,PIPEShiner2004Sep16,2004,9/16/2004 0:00:00,9/16/2004 0:00:00,main,3,R,2004,3,3,3,3,3,2
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2004Sep16,2004,9/16/2004 0:00:00,9/16/2004 0:00:00,PIPEShiner2004Sep16,2004,9/16/2004 0:00:00,9/16/2004 0:00:00,main,4,L,2004,3,3,3,3,3,2
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2004Sep16,2004,9/16/2004 0:00:00,9/16/2004 0:00:00,PIPEShiner2004Sep16,2004,9/16/2004 0:00:00,9/16/2004 0:00:00,main,4,R,2004,3,3,3,3,3,2
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2004Sep16,2004,9/16/2004 0:00:00,9/16/2004 0:00:00,PIPEShiner2004Sep16,2004,9/16/2004 0:00:00,9/16/2004 0:00:00,main,5,L,2004,3,3,3,3,3,2
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2004Sep16,2004,9/16/2004 0:00:00,9/16/2004 0:00:00,PIPEShiner2004Sep16,2004,9/16/2004 0:00:00,9/16/2004 0:00:00,main,5,R,2004,3,3,3,3,3,2
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2005Sep20,2005,9/20/2005 0:00:00,9/20/2005 0:00:00,PIPEShiner2005Sep20,2005,9/20/2005 0:00:00,9/20/2005 0:00:00,main,1,L,2005,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2005Sep20,2005,9/20/2005 0:00:00,9/20/2005 0:00:00,PIPEShiner2005Sep20,2005,9/20/2005 0:00:00,9/20/2005 0:00:00,main,1,R,2005,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2005Sep20,2005,9/20/2005 0:00:00,9/20/2005 0:00:00,PIPEShiner2005Sep20,2005,9/20/2005 0:00:00,9/20/2005 0:00:00,main,2,L,2005,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2005Sep20,2005,9/20/2005 0:00:00,9/20/2005 0:00:00,PIPEShiner2005Sep20,2005,9/20/2005 0:00:00,9/20/2005 0:00:00,main,2,R,2005,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2005Sep20,2005,9/20/2005 0:00:00,9/20/2005 0:00:00,PIPEShiner2005Sep20,2005,9/20/2005 0:00:00,9/20/2005 0:00:00,main,3,L,2005,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2005Sep20,2005,9/20/2005 0:00:00,9/20/2005 0:00:00,PIPEShiner2005Sep20,2005,9/20/2005 0:00:00,9/20/2005 0:00:00,main,3,R,2005,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2005Sep20,2005,9/20/2005 0:00:00,9/20/2005 0:00:00,PIPEShiner2005Sep20,2005,9/20/2005 0:00:00,9/20/2005 0:00:00,main,4,L,2005,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2005Sep20,2005,9/20/2005 0:00:00,9/20/2005 0:00:00,PIPEShiner2005Sep20,2005,9/20/2005 0:00:00,9/20/2005 0:00:00,main,4,R,2005,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2005Sep20,2005,9/20/2005 0:00:00,9/20/2005 0:00:00,PIPEShiner2005Sep20,2005,9/20/2005 0:00:00,9/20/2005 0:00:00,main,5,L,2005,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2005Sep20,2005,9/20/2005 0:00:00,9/20/2005 0:00:00,PIPEShiner2005Sep20,2005,9/20/2005 0:00:00,9/20/2005 0:00:00,main,5,R,2005,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2006Aug29,2006,8/29/2006 0:00:00,8/30/2006 0:00:00,PIPEShiner2006Aug29,2006,8/29/2006 0:00:00,8/29/2006 0:00:00,main,1,L,2006,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2006Aug29,2006,8/29/2006 0:00:00,8/30/2006 0:00:00,PIPEShiner2006Aug29,2006,8/29/2006 0:00:00,8/29/2006 0:00:00,main,1,R,2006,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2006Aug29,2006,8/29/2006 0:00:00,8/30/2006 0:00:00,PIPEShiner2006Aug29,2006,8/29/2006 0:00:00,8/29/2006 0:00:00,main,2,L,2006,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2006Aug29,2006,8/29/2006 0:00:00,8/30/2006 0:00:00,PIPEShiner2006Aug29,2006,8/29/2006 0:00:00,8/29/2006 0:00:00,main,2,R,2006,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2006Aug29,2006,8/29/2006 0:00:00,8/30/2006 0:00:00,PIPEShiner2006Aug29,2006,8/29/2006 0:00:00,8/29/2006 0:00:00,main,3,L,2006,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2006Aug29,2006,8/29/2006 0:00:00,8/30/2006 0:00:00,PIPEShiner2006Aug29,2006,8/29/2006 0:00:00,8/29/2006 0:00:00,main,3,R,2006,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2006Aug29,2006,8/29/2006 0:00:00,8/30/2006 0:00:00,PIPEShiner2006Aug29,2006,8/29/2006 0:00:00,8/29/2006 0:00:00,main,4,L,2006,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2006Aug29,2006,8/29/2006 0:00:00,8/30/2006 0:00:00,PIPEShiner2006Aug29,2006,8/29/2006 0:00:00,8/29/2006 0:00:00,main,4,R,2006,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2006Aug29,2006,8/29/2006 0:00:00,8/30/2006 0:00:00,PIPEShiner2006Aug29,2006,8/29/2006 0:00:00,8/29/2006 0:00:00,main,5,L,2006,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2006Aug29,2006,8/29/2006 0:00:00,8/30/2006 0:00:00,PIPEShiner2006Aug29,2006,8/29/2006 0:00:00,8/29/2006 0:00:00,main,5,R,2006,3,3,3,3,3,0
Pipestone National Monument,PIPE,PIPEShiner01lower,1,mainstem,,Pipestone Creek - Lower,,Pipestone,,PIPELOW01,,,PIPEShiner2007Aug28,2007,8/28/2007 0:00:00,8/28/2007 0:00:00,PIPEShiner2007Aug28,2007,8/28/2007 0:00:00,8/28/2007 0:00:00,main,1,L,2007,3,3,3,3,3,0
