ParkName,ParkCode,LocationID,LocationNumber,LocationType,LocationDescription,StreamName,TributaryName,County,StretchNumber,ReachID,ReachLength_m,StreamWatershedArea_sqkm,PeriodID,Season,tbl_SamplingPeriods_StartDate,tbl_SamplingPeriods_EndDate,EventID,tbl_SamplingEvents_StartDate,tbl_SamplingEvents_EndDate,EventComments,Pct_CloudCover,WindIntensity,PrecipitationType,PrecipitationIntensity,SH_Springs_Present,SH_StreamFlow_Description,WeatherComments,AdditionalComments
Buffalo National River,BUFF,BUFFRMFISHBT07,07,Tributary,Mill creek at Pruitt,Mill Creek,Mill,Newton,646,BUFFT07,180,55.00,BUFFRMFISH2013May20,2013,5/20/2013 0:00:00,6/30/2013 0:00:00,BUFFRMFish2013May21,5/21/2013 0:00:00,5/21/2013 0:00:00,,100,Unknown,Rain,Moderate,0,unknown,Rained off and on during sampling.,Water clear.
Buffalo National River,BUFF,BUFFRMFISHBT07,07,Tributary,Mill creek at Pruitt,Mill Creek,Mill,Newton,646,BUFFT07,180,55.00,BUFFrmfish2015May22,2015,5/22/2015 0:00:00,7/1/2015 0:00:00,BUFFrmfish2015May22,5/22/2015 0:00:00,5/22/2015 0:00:00,,10,Calm,None,N/A,0,unknown,rained on 5/20/15 ~ 1 inch,water levels were up 1/2 foot on Wed (5/20/15) and turbid. Water levels more normal; some slight turbidity. Could not collect DO - probe error
Buffalo National River,BUFF,BUFFRMFISHBT07,07,Tributary,Mill creek at Pruitt,Mill Creek,Mill,Newton,646,BUFFT07,180,55.00,BUFFRMFISH2017May24,2017,5/24/2017 0:00:00,6/22/2017 0:00:00,BUFFRMFISH2017May24,5/24/2017 0:00:00,5/24/2017 0:00:00,,90,Calm,None,N/A,0,unknown,,
Buffalo National River,BUFF,BUFFRMFISHBT07,07,Tributary,Mill creek at Pruitt,Mill Creek,Mill,Newton,646,BUFFT07,180,55.00,BUFFRMFISH2019May22,2019,5/22/2019 0:00:00,6/20/2019 0:00:00,BUFFRMFISH2019May22,5/22/2019 0:00:00,5/22/2019 0:00:00,All data and sites for BUFF 2019 is flagged due to repeated high rain and flood events. Diversity and abundance was low. Flag data in Fish Community and Individual Fish tables for all sites.,70,Light,None,N/A,0,unknown,Due to high rain/flood events diversity & abundance low,Water slightly cloudy but could see bottom.
Buffalo National River,BUFF,BUFFRMFISHBT07,07,Tributary,Mill creek at Pruitt,Mill Creek,Mill,Newton,646,BUFFT07,180,55.00,BUFFRMFISH2021May17,2021,5/17/2021 0:00:00,6/16/2021 0:00:00,BUFFRMFISH2021May18,5/18/2021 0:00:00,5/18/2021 0:00:00,water ~6 inches higher than in past years. water slightly turbid. Could see ~2 - 2.5 feet into water.,85,Calm,None,N/A,0,unknown,,Rained 1/2 inch in last 24 hrs
Buffalo National River,BUFF,BUFFRMFISHBT07,07,Tributary,Mill creek at Pruitt,Mill Creek,Mill,Newton,646,BUFFT07,180,55.00,BUFFRMFISH2023May23,2023,5/23/2023 0:00:00,6/14/2023 0:00:00,BUFFRMFISH2023May23,5/23/2023 0:00:00,5/23/2023 0:00:00,Mill Creek - stream wide and shallow. lots of deposition at mouth of creek,0,Calm,None,N/A,0,unknown,,Stream wide and shallow. lots of deposition at mouth of creek
Buffalo National River,BUFF,BUFFRMFISHBT08,08,Tributary,Downstream boundry located at 2nd riffle from confluence with Buffalo River; Vanishing Creek,Vanishing Creek,Vanishing,Newton,229,BUFFT08,150,4.00,BUFFRMFISH2010May17,2010,5/17/2010 0:00:00,6/25/2010 0:00:00,BUFFRMFish2010May17,5/17/2010 0:00:00,5/17/2010 0:00:00,,50,Calm,None,N/A,0,unknown,Foggy and high humidity,Rained previous two days - turbidity moderate.  Reduced visibility for netters.
Buffalo National River,BUFF,BUFFRMFISHBT09,09,Tributary,Little Buffalo,Little Buffalo,Little Buffalo,Newton,420,BUFFT09,260,371.00,BUFFRMFISH2006MAY22,2006,5/22/2006 0:00:00,6/12/2006 0:00:00,BUFFRMFISH2006MAY30,5/30/2006 0:00:00,5/31/2006 0:00:00,,40,Calm,None,N/A,0,unknown,,pH & DO meters were turned off on 2nd day before measurements were taken. 2nd day measurements were taken. but not entered into data base.
Buffalo National River,BUFF,BUFFRMFISHBT09,09,Tributary,Little Buffalo,Little Buffalo,Little Buffalo,Newton,420,BUFFT09,260,371.00,BUFFrmfish2015May22,2015,5/22/2015 0:00:00,7/1/2015 0:00:00,BUFFrmfish2015Jun10,6/10/2015 0:00:00,6/11/2015 0:00:00,,2,Calm,None,N/A,0,unknown,,
Buffalo National River,BUFF,BUFFRMFISHBT09,09,Tributary,Little Buffalo,Little Buffalo,Little Buffalo,Newton,420,BUFFT09,260,371.00,BUFFRMFISH2019May22,2019,5/22/2019 0:00:00,6/20/2019 0:00:00,BUFFRMFISH2019Jun12,6/12/2019 0:00:00,6/13/2019 0:00:00,All data and sites for BUFF 2019 is flagged due to repeated high rain and flood events. Diversity and abundance was low. Flag data in Fish Community and Individual Fish tables for all sites.,0,Light,None,N/A,0,unknown,Due to high rain/flood events diversity and abundance low.,water slightly murky/cloudy. Visability about 3 feet.
Buffalo National River,BUFF,BUFFRMFISHBT10,10,Tributary,Reach begins ~ 50m upstream of confluence with Buffalo. Begins at head of 2nd riffle.,Wells Creek,Wells,Newton,638,BUFFT10,150,31.00,BUFFRMFISH2009May19,2009,5/19/2009 0:00:00,6/10/2009 0:00:00,BUFFRMFish2009May20,5/20/2009 0:00:00,5/20/2009 0:00:00,,0,Calm,None,N/A,0,unknown,,
Buffalo National River,BUFF,BUFFRMFISHBT11,11,Tributary,Reach begins ~130m below road crossing & ends ~20m upstream of road crossing,Rock Creek,Rock,Newton,317,BUFFT11,150,16.00,BUFFRMFISH2009May19,2009,5/19/2009 0:00:00,6/10/2009 0:00:00,BUFFRMFish2009May20,5/20/2009 0:00:00,5/20/2009 0:00:00,,0,Light,None,N/A,0,unknown,sunny and warm,
Buffalo National River,BUFF,BUFFRMFISHBT12,12,Tributary,located 1.5 miles from Hasty; lower reach boundry located at riffle just upstream of second road crossing,Sheldon Branch,Sheldon Branch,Newton,242,BUFFT12,150,8.00,BUFFRMFISH2007May21,2007,5/21/2007 0:00:00,6/20/2007 0:00:00,BUFFRMFish2007May29,5/29/2007 0:00:00,5/29/2007 0:00:00,stream was dry at mouth- had to move reach upstream of road crossing,100,Calm,None,N/A,0,unknown,,stream was dry at mouth - had to move reach upstream of road crossing
Buffalo National River,BUFF,BUFFRMFISHBT13,13,Tributary,Big Creek-site begins at bluff on river left upstream of riffle,Big Creek (U),Big,Newton,244,BUFFT13,226,232.00,BUFFRMFISH2008May19,2008,5/19/2008 0:00:00,6/19/2008 0:00:00,BUFFRMFish2008May23,5/23/2008 0:00:00,5/23/2008 0:00:00,,100,Calm,None,N/A,0,unknown,,
Buffalo National River,BUFF,BUFFRMFISHBT14,14,Tributary,Downstream boundry located at head of 3rd riffle from confluence with Buffalo River; Lick Creek,Lick Creek,Lick,Newton,367,BUFFT14,150,12.00,BUFFRMFISH2010May17,2010,5/17/2010 0:00:00,6/25/2010 0:00:00,BUFFRMFish2010May18,5/18/2010 0:00:00,5/18/2010 0:00:00,,10,Calm,None,N/A,0,unknown,,Lots of bedrock and undercuts.
Buffalo National River,BUFF,BUFFRMFISHBT15,15,Tributary,Davis Creek-downstream boundary about 100m from mouth,Davis Creek,Davis,Newton,383,BUFFT15,200,72.00,BUFFRMFISH2008May19,2008,5/19/2008 0:00:00,6/19/2008 0:00:00,BUFFRMFish2008May28,5/28/2008 0:00:00,5/28/2008 0:00:00,,100,Calm,None,N/A,0,unknown,some drizzle early in the  morning,
Buffalo National River,BUFF,BUFFRMFISHBT15,15,Tributary,Davis Creek-downstream boundary about 100m from mouth,Davis Creek,Davis,Newton,383,BUFFT15,200,72.00,BUFFRMFISH2012May21,2012,5/21/2012 0:00:00,6/30/2012 0:00:00,BUFFRMFish2012May22,5/22/2012 0:00:00,5/22/2012 0:00:00,water levels lower than levels sampled in 2008,0,Calm,None,N/A,0,unknown,sunny,water levels lower than levels sampled in 2008.
Buffalo National River,BUFF,BUFFRMFISHBT15,15,Tributary,Davis Creek-downstream boundary about 100m from mouth,Davis Creek,Davis,Newton,383,BUFFT15,200,72.00,BUFFRMFISH2013May20,2013,5/20/2013 0:00:00,6/30/2013 0:00:00,BUFFRMFish2013May20,5/20/2013 0:00:00,5/20/2013 0:00:00,,100,Calm,None,N/A,0,unknown,,
Buffalo National River,BUFF,BUFFRMFISHBT15,15,Tributary,Davis Creek-downstream boundary about 100m from mouth,Davis Creek,Davis,Newton,383,BUFFT15,200,72.00,BUFFrmfish2015May22,2015,5/22/2015 0:00:00,7/1/2015 0:00:00,BUFFrmfish2015May28,5/28/2015 0:00:00,5/28/2015 0:00:00,,100,Calm,None,N/A,0,unknown,,the dissolved oxygen was not calibrating properly
Buffalo National River,BUFF,BUFFRMFISHBT15,15,Tributary,Davis Creek-downstream boundary about 100m from mouth,Davis Creek,Davis,Newton,383,BUFFT15,200,72.00,BUFFRMFISH2017May24,2017,5/24/2017 0:00:00,6/22/2017 0:00:00,BUFFRMFISH2017May24,5/24/2017 0:00:00,5/24/2017 0:00:00,,80,Calm,None,N/A,0,unknown,Rained heavy Friday before sampling. (5/19/17),water clear and normal flow.
Buffalo National River,BUFF,BUFFRMFISHBT15,15,Tributary,Davis Creek-downstream boundary about 100m from mouth,Davis Creek,Davis,Newton,383,BUFFT15,200,72.00,BUFFRMFISH2019May22,2019,5/22/2019 0:00:00,6/20/2019 0:00:00,BUFFRMFISH2019Jun06,6/6/2019 0:00:00,6/6/2019 0:00:00,All data and sites for BUFF 2019 is flagged due to repeated high rain and flood events. Diversity and abundance was low. Flag data in Fish Community and Individual Fish tables for all sites.,100,Calm,Rain,Moderate,0,unknown,Due to high rain/flood events diversity and abundance low.,Creek was flooded week before sampling.
Buffalo National River,BUFF,BUFFRMFISHBT15,15,Tributary,Davis Creek-downstream boundary about 100m from mouth,Davis Creek,Davis,Newton,383,BUFFT15,200,72.00,BUFFRMFISH2021May17,2021,5/17/2021 0:00:00,6/16/2021 0:00:00,BUFFRMFISH2021May17,5/17/2021 0:00:00,5/17/2021 0:00:00,Water clear and at normal levels,100,Calm,Rain,Light,0,unknown,Rained early morning,Water clear and at normal levels
Buffalo National River,BUFF,BUFFRMFISHBT15,15,Tributary,Davis Creek-downstream boundary about 100m from mouth,Davis Creek,Davis,Newton,383,BUFFT15,200,72.00,BUFFRMFISH2023May23,2023,5/23/2023 0:00:00,6/14/2023 0:00:00,BUFFRMFISH2023May26,5/26/2023 0:00:00,5/26/2023 0:00:00,,0,Calm,None,N/A,0,unknown,,
Buffalo National River,BUFF,BUFFRMFISHBT16,16,Tributary,Mill Branch- at Mt Hershey downstream boundary about 80m from mouth. Fish reach starts at old bridge columns,Mill Branch,Mill Branch,Newton,225,BUFFT16,150,10.00,BUFFRMFISH2008May19,2008,5/19/2008 0:00:00,6/19/2008 0:00:00,BUFFRMFish2008May27,5/27/2008 0:00:00,5/27/2008 0:00:00,,100,Calm,Rain,Light,0,unknown,,
Buffalo National River,BUFF,BUFFRMFISHBT17,17,Tributary,Richland Creek; Reach begin about 300 meter upstream of low water crossing and ended at second riffle upstream of low water crossing.,Richland Creek,Richland,Searcy,304,BUFFT17,460,312.00,BUFFRMFISH2010May17,2010,5/17/2010 0:00:00,6/25/2010 0:00:00,BUFFRMFish2010Jun23,6/23/2010 0:00:00,6/23/2010 0:00:00,,0,Calm,None,N/A,0,unknown,N 90 degrees F,Creek had a slight milky blue cast to it. could see about 3 feet.
Buffalo National River,BUFF,BUFFRMFISHBT19,19,Tributary,Calf Creek-reach is located in S-bend downstream of ford. Upper boundary about 200m downstream of ford.,Calf Creek,Calf,Searcy,378,BUFFT19,165,128.00,BUFFRMFISH2008May19,2008,5/19/2008 0:00:00,6/19/2008 0:00:00,BUFFRMFish2008May19,5/19/2008 0:00:00,5/19/2008 0:00:00,,20,Calm,None,N/A,0,unknown,,only one point calibration done on PH meter
Buffalo National River,BUFF,BUFFRMFISHBT19,19,Tributary,Calf Creek-reach is located in S-bend downstream of ford. Upper boundary about 200m downstream of ford.,Calf Creek,Calf,Searcy,378,BUFFT19,165,128.00,BUFFRMFISH2013May20,2013,5/20/2013 0:00:00,6/30/2013 0:00:00,BUFFRMFish2013Jun06,6/6/2013 0:00:00,6/6/2013 0:00:00,,20,Calm,None,N/A,0,unknown,,Water up about 6 inches from previous week but clear; lost some fish due to plug dislodged from live well.
Buffalo National River,BUFF,BUFFRMFISHBT19,19,Tributary,Calf Creek-reach is located in S-bend downstream of ford. Upper boundary about 200m downstream of ford.,Calf Creek,Calf,Searcy,378,BUFFT19,165,128.00,BUFFrmfish2015May22,2015,5/22/2015 0:00:00,7/1/2015 0:00:00,BUFFrmfish2015May29,5/29/2015 0:00:00,5/29/2015 0:00:00,,60,Calm,None,N/A,0,unknown,,creek was slightly turbid the day previous to sampling; creek up ~ 4 inches but clear during sampling
Buffalo National River,BUFF,BUFFRMFISHBT19,19,Tributary,Calf Creek-reach is located in S-bend downstream of ford. Upper boundary about 200m downstream of ford.,Calf Creek,Calf,Searcy,378,BUFFT19,165,128.00,BUFFRMFISH2017May24,2017,5/24/2017 0:00:00,6/22/2017 0:00:00,BUFFRMFISH2017May25,5/25/2017 0:00:00,5/25/2017 0:00:00,,0,Calm,None,N/A,0,unknown,,
Buffalo National River,BUFF,BUFFRMFISHBT19,19,Tributary,Calf Creek-reach is located in S-bend downstream of ford. Upper boundary about 200m downstream of ford.,Calf Creek,Calf,Searcy,378,BUFFT19,165,128.00,BUFFRMFISH2019May22,2019,5/22/2019 0:00:00,6/20/2019 0:00:00,BUFFRMFISH2019May24,5/24/2019 0:00:00,5/24/2019 0:00:00,All data and sites for BUFF 2019 is flagged due to repeated high rain and flood events. Diversity and abundance was low. Flag data in Fish Community and Individual Fish tables for all sites.,10,Calm,None,Light,0,unknown,,Due to high rain/flood events diversity and abundance low.
Buffalo National River,BUFF,BUFFRMFISHBT19,19,Tributary,Calf Creek-reach is located in S-bend downstream of ford. Upper boundary about 200m downstream of ford.,Calf Creek,Calf,Searcy,378,BUFFT19,165,128.00,BUFFRMFISH2021May17,2021,5/17/2021 0:00:00,6/16/2021 0:00:00,BUFFRMFISH2021Jun09,6/9/2021 0:00:00,6/9/2021 0:00:00,Water a little cloudy but normal levels; During sampling low water crossing was regraded causing additional turbidity.,5,Calm,None,N/A,0,unknown,,Water a little cloudy but normal levels; during sampling low water crossing was regraded causing additional turbidity
Buffalo National River,BUFF,BUFFRMFISHBT19,19,Tributary,Calf Creek-reach is located in S-bend downstream of ford. Upper boundary about 200m downstream of ford.,Calf Creek,Calf,Searcy,378,BUFFT19,165,128.00,BUFFRMFISH2023May23,2023,5/23/2023 0:00:00,6/14/2023 0:00:00,BUFFRMFISH2023May30,5/30/2023 0:00:00,5/30/2023 0:00:00,,0,Calm,None,N/A,0,unknown,,
Buffalo National River,BUFF,BUFFRMFISHBT20,20,Tributary,Reach begins ~300 m upstream of confluence with Buffalo,Bear Creek,Bear,Searcy,472,BUFFT20,450,238.00,BUFFRMFISH2009May19,2009,5/19/2009 0:00:00,6/10/2009 0:00:00,BUFFRMFish2009May21,5/21/2009 0:00:00,5/21/2009 0:00:00,,10,Calm,None,N/A,0,unknown,,
Buffalo National River,BUFF,BUFFRMFISHBT20,20,Tributary,Reach begins ~300 m upstream of confluence with Buffalo,Bear Creek,Bear,Searcy,472,BUFFT20,450,238.00,BUFFRMFISH2012May21,2012,5/21/2012 0:00:00,6/30/2012 0:00:00,BUFFRMFish2012May22,5/22/2012 0:00:00,5/22/2012 0:00:00,water levels lower than levels sampled in 2008,90,Calm,None,N/A,0,unknown,rain possible; rained ~0.02 inches early this morning,
Buffalo National River,BUFF,BUFFRMFISHBT20,20,Tributary,Reach begins ~300 m upstream of confluence with Buffalo,Bear Creek,Bear,Searcy,472,BUFFT20,450,238.00,BUFFRMFISH2013May20,2013,5/20/2013 0:00:00,6/30/2013 0:00:00,BUFFRMFish2013Jun10,6/10/2013 0:00:00,6/10/2013 0:00:00,Bear Creek,0,Light,None,N/A,0,unknown,,Water clear; Riffles moderately deep and fast.
Buffalo National River,BUFF,BUFFRMFISHBT20,20,Tributary,Reach begins ~300 m upstream of confluence with Buffalo,Bear Creek,Bear,Searcy,472,BUFFT20,450,238.00,BUFFrmfish2015May22,2015,5/22/2015 0:00:00,7/1/2015 0:00:00,BUFFrmfish2015Jun15,6/15/2015 0:00:00,6/15/2015 0:00:00,,100,Calm,None,N/A,0,unknown,,
Buffalo National River,BUFF,BUFFRMFISHBT20,20,Tributary,Reach begins ~300 m upstream of confluence with Buffalo,Bear Creek,Bear,Searcy,472,BUFFT20,450,238.00,BUFFRMFISH2017May24,2017,5/24/2017 0:00:00,6/22/2017 0:00:00,BUFFRMFISH2017May30,5/30/2017 0:00:00,5/30/2017 0:00:00,,10,Calm,None,N/A,0,unknown,rained during last 20 minutes of sampling,creek at 65 cfs. Deep pool at upper end along bluff-difficult to sample.
Buffalo National River,BUFF,BUFFRMFISHBT20,20,Tributary,Reach begins ~300 m upstream of confluence with Buffalo,Bear Creek,Bear,Searcy,472,BUFFT20,450,238.00,BUFFRMFISH2019May22,2019,5/22/2019 0:00:00,6/20/2019 0:00:00,BUFFRMFISH2019May28,5/28/2019 0:00:00,5/29/2019 0:00:00,All data and sites for BUFF 2019 is flagged due to repeated high rain and flood events. Diversity and abundance was low. Flag data in Fish Community and Individual Fish tables for all sites.,50,Calm,None,N/A,0,unknown,Due to high rain/flood events diversity and abundance low.,Sampled 1/2 of site previous day 5/28. but barge pulse bos quit working. Resampled entire site on 5/29.
Buffalo National River,BUFF,BUFFRMFISHBT20,20,Tributary,Reach begins ~300 m upstream of confluence with Buffalo,Bear Creek,Bear,Searcy,472,BUFFT20,450,238.00,BUFFRMFISH2021May17,2021,5/17/2021 0:00:00,6/16/2021 0:00:00,BUFFRMFISH2021Jun16,6/16/2021 0:00:00,6/16/2021 0:00:00,Water high previous 2 weeks but clear and normal levels on day of sampling,10,Calm,None,N/A,0,unknown,,Water high previous 2 week but clear and normal levels on day of sampling
Buffalo National River,BUFF,BUFFRMFISHBT20,20,Tributary,Reach begins ~300 m upstream of confluence with Buffalo,Bear Creek,Bear,Searcy,472,BUFFT20,450,238.00,BUFFRMFISH2023May23,2023,5/23/2023 0:00:00,6/14/2023 0:00:00,BUFFRMFISH2023May31,5/31/2023 0:00:00,5/31/2023 0:00:00,,0,Calm,None,N/A,0,unknown,,
Buffalo National River,BUFF,BUFFRMFISHBT21,21,Tributary,sampled above location where road crosses stream. lower boundry starts 2 riffles above road,Brush Creek,Brush,Searcy,241,BUFFT21,150,52.00,BUFFRMFISH2007May21,2007,5/21/2007 0:00:00,6/20/2007 0:00:00,BUFFRMFish2007Jun01,6/1/2007 0:00:00,6/1/2007 0:00:00,,100,Calm,None,N/A,0,unknown,,
Buffalo National River,BUFF,BUFFRMFISHBT22,22,Tributary,Begins at 2nd riffle from mouth of Spring Creek; Access is downstream about 1 km at Spring Creek Access,Spring Creek,Spring,Searcy,300,BUFFT22,200,34.00,BUFFRMFISH2006MAY22,2006,5/22/2006 0:00:00,6/12/2006 0:00:00,BUFFRMFISH2006MAY25,5/25/2006 0:00:00,5/25/2006 0:00:00,,0,Light,None,N/A,0,unknown,,
Buffalo National River,BUFF,BUFFRMFISHBT23,23,Tributary,Reach begins at 2nd riffle above floodplain,Water Creek,Water,Searcy,574,BUFFT23,150,99.00,BUFFRMFISH2009May19,2009,5/19/2009 0:00:00,6/10/2009 0:00:00,BUFFRMFish2009May26,5/26/2009 0:00:00,5/26/2009 0:00:00,,10,Light,None,N/A,0,unknown,sunny and warm,
Buffalo National River,BUFF,BUFFRMFISHBT23,23,Tributary,Reach begins at 2nd riffle above floodplain,Water Creek,Water,Searcy,574,BUFFT23,150,99.00,BUFFrmfish2015May22,2015,5/22/2015 0:00:00,7/1/2015 0:00:00,BUFFrmfish2015Jun04,6/4/2015 0:00:00,6/4/2015 0:00:00,,5,Calm,None,N/A,0,unknown,,electrofishing unit sugging off along bluff. but worked after moved upstream of bluff; more effort in first 3/4 of site than last 1/4 of site
Buffalo National River,BUFF,BUFFRMFISHBT23,23,Tributary,Reach begins at 2nd riffle above floodplain,Water Creek,Water,Searcy,574,BUFFT23,150,99.00,BUFFRMFISH2019May22,2019,5/22/2019 0:00:00,6/20/2019 0:00:00,BUFFRMFISH2019Jun17,6/17/2019 0:00:00,6/17/2019 0:00:00,All data and sites for BUFF 2019 is flagged due to repeated high rain and flood events. Diversity and abundance was low. Flag data in Fish Community and Individual Fish tables for all sites.,90,Calm,None,N/A,0,unknown,,Due to high rain/flood events diversity and abundance low.
Buffalo National River,BUFF,BUFFRMFISHBT23,23,Tributary,Reach begins at 2nd riffle above floodplain,Water Creek,Water,Searcy,574,BUFFT23,150,99.00,BUFFRMFISH2023May23,2023,5/23/2023 0:00:00,6/14/2023 0:00:00,BUFFRMFISH2023Jun06,6/6/2023 0:00:00,6/6/2023 0:00:00,,0,Calm,None,N/A,0,unknown,,
Buffalo National River,BUFF,BUFFRMFISHBT24,24,Tributary,Hickory Creek across Buffalo Point canoe access; Reach begins at large tree overhanging bank at 1st riffle upstream of floodprone area,Hickory Creek,Hickory,Marion,649,BUFFT24,150,10.00,BUFFRMFISH2006MAY22,2006,5/22/2006 0:00:00,6/12/2006 0:00:00,BUFFRMFISH2006MAY24,5/24/2006 0:00:00,5/24/2006 0:00:00,,0,Calm,None,N/A,0,unknown,,no air temp taken
Buffalo National River,BUFF,BUFFRMFISHBT25,25,Tributary,Panther Creek; downstream boundry begins at riffle above fallen log; upsteam end 9m above spring,Little Panther Creek,Panther,Marion,238,BUFFT25,150,17.00,BUFFRMFISH2007May21,2007,5/21/2007 0:00:00,6/20/2007 0:00:00,BUFFRMFish2007Jun06,6/6/2007 0:00:00,6/6/2007 0:00:00,,0,Light,None,N/A,0,unknown,,
Buffalo National River,BUFF,BUFFRMFISHBT27,27,Tributary,Clabber Creek - downstream boundary starts at 2nd riffle from confluence - approximately 70 meters upstream of road crossing,Clabber Creek,Clabber,Marion,476,BUFFT27,180,69.00,BUFFRMFISH2010May17,2010,5/17/2010 0:00:00,6/25/2010 0:00:00,BUFFRMFish2010Jun08,6/8/2010 0:00:00,6/8/2010 0:00:00,,95,Calm,None,N/A,0,unknown,,Some Stonerollers not shocking - maybe due to higher conductivity.
Buffalo National River,BUFF,BUFFRMFISHBT27,27,Tributary,Clabber Creek - downstream boundary starts at 2nd riffle from confluence - approximately 70 meters upstream of road crossing,Clabber Creek,Clabber,Marion,476,BUFFT27,180,69.00,BUFFRMFISH2012May21,2012,5/21/2012 0:00:00,6/30/2012 0:00:00,BUFFRMFish2012May21,5/21/2012 0:00:00,5/21/2012 0:00:00,,80,Light,None,N/A,0,unknown,rained on sunday may 20 ~1in,
Buffalo National River,BUFF,BUFFRMFISHBT27,27,Tributary,Clabber Creek - downstream boundary starts at 2nd riffle from confluence - approximately 70 meters upstream of road crossing,Clabber Creek,Clabber,Marion,476,BUFFT27,180,69.00,BUFFRMFISH2013May20,2013,5/20/2013 0:00:00,6/30/2013 0:00:00,BUFFRMFish2013May20,5/20/2013 0:00:00,5/20/2013 0:00:00,,100,Calm,None,N/A,0,unknown,,
Buffalo National River,BUFF,BUFFRMFISHBT27,27,Tributary,Clabber Creek - downstream boundary starts at 2nd riffle from confluence - approximately 70 meters upstream of road crossing,Clabber Creek,Clabber,Marion,476,BUFFT27,180,69.00,BUFFRMFISH2017May24,2017,5/24/2017 0:00:00,6/22/2017 0:00:00,BUFFRMFISH2017Jun13,6/13/2017 0:00:00,6/13/2017 0:00:00,,40,Calm,None,N/A,0,unknown,,
Buffalo National River,BUFF,BUFFRMFISHBT27,27,Tributary,Clabber Creek - downstream boundary starts at 2nd riffle from confluence - approximately 70 meters upstream of road crossing,Clabber Creek,Clabber,Marion,476,BUFFT27,180,69.00,BUFFRMFISH2021May17,2021,5/17/2021 0:00:00,6/16/2021 0:00:00,BUFFRMFISH2021May24,5/24/2021 0:00:00,5/24/2021 0:00:00,Water up ~ 6 inches from normal but water clear. River flooded and backed up into the creek the previous week.,95,Calm,None,N/A,0,unknown,,Water up - 6 inches from normal but water clear.  River flooded and backed into creek previous week
Buffalo National River,BUFF,BUFFRMFISHBT28,28,Tributary,Boat Creek-lower boundary begins upstream of debris- out of flood plain,Boat Creek,Boat,Marion,484,BUFFT28,150,10.00,BUFFRMFISH2008May19,2008,5/19/2008 0:00:00,6/19/2008 0:00:00,BUFFRMFish2008Jun18,6/18/2008 0:00:00,6/19/2008 0:00:00,,100,Calm,None,N/A,0,unknown,,
